City,State,Latitude,Longitude
Fairmount,GA,34.437,-84.7
Footville,WI,42.672,-89.208
Hessmer,LA,31.053,-92.121
Jefferson,SC,34.651,-80.384
Man,WV,37.744,-81.88
Milner,GA,33.116,-84.191
Niota,TN,35.516,-84.549
Tribune,KS,38.472,-101.755
Alamo,GA,32.148,-82.78
Cheyenne,OK,35.614,-99.672
Everson,PA,40.09,-79.587
Greenwich,NJ,39.393,-75.376
Halifax,VT,42.781,-72.744
Lyndonville,NY,43.321,-78.389
Maben,MS,33.554,-89.081
Oak Ridge,TX,32.623,-96.249
Oakman,AL,33.714,-87.389
Wessington Springs,SD,44.081,-98.572
Wisner,LA,31.98,-91.655
Jetmore,KS,37.982,-99.884
Kenansville,NC,34.96,-77.966
Sagaponack,NY,40.931,-72.269
Stephens,AR,33.421,-93.07
Crowell,TX,33.984,-99.724
Folsom,LA,30.632,-90.196
Harlem,MT,48.532,-108.785
Hennepin,IL,41.247,-89.314
Peletier,NC,34.728,-77.072
Piermont,NH,43.968,-72.003
Screven,GA,31.484,-82.017
Hardin,TX,30.149,-94.738
Mossyrock,WA,46.53,-122.489
Okoboji,IA,43.388,-95.137
Silverhill,AL,30.545,-87.749
St Ignatius,MT,47.318,-114.095
Chiloquin,OR,42.576,-121.868
Airport Drive,MO,37.141,-94.516
Carson,IA,41.236,-95.419
Correctionville,IA,42.477,-95.783
Norphlet,AR,33.32,-92.662
Orangeville,IL,42.466,-89.646
Road Runner,TX,33.479,-97.081
Wilson,AR,35.566,-90.042
Bainbridge,OH,39.226,-83.27
Chesapeake,OH,38.427,-82.456
Eldred,PA,41.956,-78.379
New Portland,ME,44.905,-70.074
Rockland,WI,43.907,-90.917
Unalakleet,AK,63.893,-160.797
Cohutta,GA,34.957,-84.96
East Butler,PA,40.879,-79.847
Houtzdale,PA,40.825,-78.351
Hurst,IL,37.837,-89.147
Knollwood,TX,33.689,-96.618
Lake View,SC,34.341,-79.166
LaMoure,ND,46.357,-98.296
Leadington,MO,37.834,-90.481
Winslow,IN,38.383,-87.212
Alden,IA,42.51,-93.379
Aulander,NC,36.228,-77.114
Dewar,OK,35.458,-95.948
East Galesburg,IL,40.944,-90.312
Eastview,TN,35.087,-88.551
Garnavillo,IA,42.866,-91.236
Gray Court,SC,34.607,-82.114
Hunting Valley,OH,41.484,-81.413
Livingston,IL,38.968,-89.765
Lyons,MI,42.987,-84.944
Potlatch,ID,46.923,-116.897
Reeseville,WI,43.306,-88.845
Sentinel,OK,35.157,-99.173
Calhan,CO,39.034,-104.299
Cowley,WY,44.884,-108.469
Red Cross,NC,35.266,-80.362
Redmond,UT,39.005,-111.867
Stantonsburg,NC,35.606,-77.82
Tellico Plains,TN,35.366,-84.297
Douglas,AL,34.169,-86.324
Gordon,PA,40.75,-76.34
Hauser,ID,47.768,-117.014
Fair Haven,NY,43.322,-76.705
Poulan,GA,31.515,-83.79
Turbeville,SC,33.89,-80.016
Albany,NH,43.97,-71.284
Dakota City,IA,42.724,-94.197
Fairfield,MT,47.615,-111.982
Gassaway,WV,38.666,-80.771
Hobson City,AL,33.619,-85.846
Madison,AR,35.019,-90.73
Melville,LA,30.692,-91.751
Philip,SD,44.041,-101.665
Raymond,IA,42.469,-92.23
Six Mile,SC,34.81,-82.812
Wakefield,VA,36.969,-76.988
Wheelock,VT,44.556,-72.125
Cheyenne Wells,CO,38.819,-102.352
Coon Valley,WI,43.702,-91.011
Hanson,KY,37.417,-87.479
Island Falls,ME,45.99,-68.233
McBee,SC,34.467,-80.257
Pine Hill,AL,31.986,-87.588
Poplar,MT,48.11,-105.197
Rockford,IA,43.052,-92.948
Westbrook,MN,44.043,-95.437
Wonewoc,WI,43.653,-90.224
Bella Villa,MO,38.544,-90.285
Diamond City,AR,36.458,-92.913
Drayton,ND,48.562,-97.179
Hancock,MA,42.574,-73.3
King Cove,AK,55.08,-162.321
Waikoloa Beach Resort,HI,19.914,-155.881
Wood Heights,MO,39.342,-94.163
Alakanuk,AK,62.711,-164.645
Bulls Gap,TN,36.262,-83.078
Crofton,NE,42.732,-97.499
Eastborough,KS,37.685,-97.259
Rising Star,TX,32.098,-98.967
Section,AL,34.582,-85.985
Wyocena,WI,43.492,-89.308
Brookfield,NH,43.561,-71.085
Elkton,SD,44.235,-96.479
Fincastle,VA,37.499,-79.876
Wall Lake,IA,42.267,-95.093
Deemston,PA,40.027,-80.033
Foxfield,CO,39.588,-104.786
Smithers,WV,38.176,-81.305
Woodhull,IL,41.179,-90.322
Bath,WV,39.625,-78.228
Burr Oak,MI,41.847,-85.324
Culbertson,MT,48.147,-104.515
Lometa,TX,31.216,-98.393
Orrick,MO,39.213,-94.125
Andover,ME,44.619,-70.759
Conway,NC,36.439,-77.229
Deshler,NE,40.14,-97.723
Dover,ID,48.258,-116.602
Gilsum,NH,43.03,-72.279
Guy,AR,35.328,-92.343
Homecroft,IN,39.67,-86.131
Lenox,GA,31.265,-83.468
Morning Sun,IA,41.094,-91.251
Pine Lake,GA,33.791,-84.206
Ridgeway,VA,36.578,-79.858
Smiths Grove,KY,37.05,-86.208
Theresa,NY,44.216,-75.796
Keiser,AR,35.674,-90.096
Sharon Springs,KS,38.894,-101.751
Walnut Grove,MN,44.225,-95.469
Ashkum,IL,40.878,-87.953
Cloudcroft,NM,32.953,-105.734
Jeffersonville,VT,44.642,-72.827
South Range,MI,47.07,-88.644
St Clair,MN,44.082,-93.859
Tilden,IL,38.212,-89.684
Boyce,VA,39.093,-78.06
Clarkston,UT,41.921,-112.05
East Sparta,OH,40.664,-81.363
Estelline,SD,44.577,-96.901
Jennings,FL,30.598,-83.108
Marlow,NH,43.133,-72.217
Napoleon,ND,46.504,-99.768
Patterson,GA,31.385,-82.135
Plain,WI,43.278,-90.042
Rich Creek,VA,37.384,-80.82
Tonica,IL,41.216,-89.07
Waynesfield,OH,40.602,-83.973
West Mansfield,OH,40.401,-83.544
Chalfant,PA,40.41,-79.839
Coward,SC,33.972,-79.75
Juniata,NE,40.59,-98.507
Lewisburg,KY,36.987,-86.95
Mooringsport,LA,32.679,-93.96
Sioux Rapids,IA,42.892,-95.149
Cleveland,MN,44.324,-93.835
Jacksons Gap,AL,32.884,-85.815
Mertzon,TX,31.262,-100.821
Millersburg,KY,38.305,-84.143
Parkman,ME,45.109,-69.442
Selma,IN,40.186,-85.274
Van Buren,MO,37.008,-91.011
Walnut,IA,41.488,-95.22
Woodridge,NY,41.723,-74.585
Greenville,FL,30.467,-83.635
Woodville,AL,34.629,-86.284
Arkport,NY,42.393,-77.695
Bridgewater,PA,40.707,-80.301
Gainesville,MO,36.606,-92.425
Greenview,IL,40.085,-89.741
Piper City,IL,40.756,-88.189
Point,TX,32.937,-95.863
Princeton,ME,45.177,-67.547
Whiting,IA,42.127,-96.151
Blythe,GA,33.301,-82.205
Crab Orchard,KY,37.462,-84.507
Hampton,MN,44.608,-93.002
Meriden,KS,39.19,-95.568
Scalp Level,PA,40.25,-78.844
Scooba,MS,32.83,-88.477
Wataga,IL,41.025,-90.275
Gratz,PA,40.607,-76.716
Hardy,AR,36.319,-91.48
Holdingford,MN,45.73,-94.472
McLean,IL,40.316,-89.17
Rocky Hill,NJ,40.4,-74.639
Trenton,TX,33.43,-96.34
Bethel Springs,TN,35.235,-88.612
Duck,NC,36.184,-75.754
Fultonville,NY,42.946,-74.37
Heath Springs,SC,34.593,-80.675
McGregor,IA,43.029,-91.186
Talbotton,GA,32.677,-84.541
Washington,LA,30.616,-92.06
Bloomington,WI,42.893,-90.926
Morehouse,MO,36.846,-89.691
Norris,SC,34.766,-82.753
Payne Springs,TX,32.29,-96.12
Sebeka,MN,46.629,-95.088
Greensburg,KS,37.605,-99.293
Loyalton,CA,39.677,-120.245
Magazine,AR,35.154,-93.806
Mountain View,OK,35.099,-98.75
Ray,ND,48.343,-103.162
Tiskilwa,IL,41.293,-89.508
Westmoreland,KS,39.394,-96.414
White Springs,FL,30.332,-82.756
Conneautville,PA,41.757,-80.368
Gilbertown,AL,31.876,-88.319
Oakland,IL,39.658,-88.027
Ripton,VT,43.985,-73
Sunrise Beach Village,TX,30.586,-98.419
Wabasso,MN,44.402,-95.255
Belgrade,MN,45.451,-95
Clarence,MO,39.743,-92.26
Colton,SD,43.788,-96.929
Doerun,GA,31.323,-83.917
Elmore City,OK,34.625,-97.395
Minneola,KS,37.442,-100.013
Montrose,IA,40.527,-91.417
Vernon,MI,42.94,-84.03
Wellington,MO,39.142,-93.986
Braymer,MO,39.59,-93.796
Corydon,KY,37.74,-87.707
Ector,TX,33.579,-96.273
Monticello,ME,46.326,-67.845
Oppelo,AR,35.101,-92.774
Shalimar,FL,30.443,-86.583
Valley View,TX,33.494,-97.153
Wedowee,AL,33.308,-85.487
Whitelaw,WI,44.146,-87.826
Beech Creek,PA,41.075,-77.586
Bendersville,PA,39.981,-77.249
Chesapeake City,MD,39.528,-75.812
Volcano,HI,19.478,-155.252
Woodland Hills,KY,38.239,-85.53
Chateaugay,NY,44.927,-74.08
Clay Center,NE,40.526,-98.055
Hubbardton,VT,43.714,-73.164
Ider,AL,34.702,-85.669
Pecan Hill,TX,32.491,-96.781
Afton,OK,36.696,-94.958
Carbonado,WA,47.084,-122.051
Courtland,MN,44.27,-94.347
Joaquin,TX,31.966,-94.048
Leyden,MA,42.699,-72.625
Plumerville,AR,35.159,-92.643
Alliance,NC,35.144,-76.808
Claysville,PA,40.12,-80.413
Exeter,MO,36.671,-93.94
Hartford,IA,41.458,-93.405
Kinmundy,IL,38.772,-88.853
Morrison,TN,35.605,-85.912
Stewartsville,MO,39.756,-94.499
Swifton,AR,35.824,-91.13
West Winfield,NY,42.884,-75.191
Adair,OK,36.437,-95.273
Axtell,NE,40.48,-99.129
Cleveland,NY,43.24,-75.884
Glen Ullin,ND,46.812,-101.833
North Hornell,NY,42.346,-77.661
Vernon,FL,30.613,-85.701
Addison,WV,38.478,-80.405
Brownton,MN,44.733,-94.351
Malin,OR,42.013,-121.41
Pepin,WI,44.442,-92.148
Redfield,IA,41.591,-94.196
Shueyville,IA,41.847,-91.652
Williamsburg,CO,38.384,-105.171
Birnamwood,WI,44.932,-89.209
Frankfort,KS,39.704,-96.418
La Farge,WI,43.578,-90.637
La Jara,CO,37.274,-105.961
Meadow Vale,KY,38.283,-85.573
New Deal,TX,33.727,-101.84
St Agatha,ME,47.24,-68.321
Vandling,PA,41.628,-75.474
Conway,MO,37.507,-92.831
Ogden,IL,40.115,-87.956
Perrysville,OH,40.658,-82.314
Schaller,IA,42.497,-95.296
Tyrone,OK,36.956,-101.068
Colcord,OK,36.265,-94.692
Como,TX,33.06,-95.476
Hedrick,IA,41.171,-92.308
Lake Park,MN,46.884,-96.099
Mannsville,OK,34.183,-96.895
Mortons Gap,KY,37.242,-87.468
Waiahole-Waikane,HI,21.49,-157.864
Blair,OK,34.78,-99.333
Bucklin,KS,37.549,-99.634
Hamden,OH,39.16,-82.524
Lexington,AL,34.959,-87.373
Shelby,IA,41.508,-95.45
Throckmorton,TX,33.182,-99.18
Coleman,WI,45.071,-88.039
Greenwood,MN,44.905,-93.55
Jonesburg,MO,38.854,-91.306
Saxton,PA,40.213,-78.247
Brookport,IL,37.126,-88.626
Calhoun,KY,37.541,-87.259
Edgemont,SD,43.298,-103.828
Garber,OK,36.437,-97.581
Grand Junction,IA,42.033,-94.237
Kiowa,CO,39.344,-104.457
Ruthven,IA,43.13,-94.898
St Edward,NE,41.571,-97.861
Braceville,IL,41.223,-88.272
Bromley,KY,39.078,-84.561
Elizabeth,WV,39.062,-81.397
Fairplay,CO,39.224,-105.994
Flordell Hills,MO,38.717,-90.265
Lanesboro,MN,43.718,-91.972
Meyers Lake,OH,40.814,-81.422
Rio Grande,OH,38.881,-82.379
Taylor Springs,IL,39.131,-89.495
Angelica,NY,42.306,-78.021
Ellenboro,NC,35.331,-81.761
Heath,MA,42.688,-72.818
Loretto,KY,37.642,-85.393
Morrison,OK,36.291,-97.035
Twin Valley,MN,47.259,-96.259
Asherton,TX,28.446,-99.76
Beckville,TX,32.244,-94.456
Cascade,WI,43.661,-88.009
Chocowinity,NC,35.515,-77.102
Confluence,PA,39.81,-79.355
Essex,IA,40.833,-95.304
Heuvelton,NY,44.617,-75.404
Kingston,GA,34.232,-84.944
Milford,TX,32.122,-96.95
Oxford,IA,41.723,-91.791
Salem,KY,37.265,-88.241
Swansea,SC,33.74,-81.104
Junction City,OH,39.722,-82.3
New Vineyard,ME,44.802,-70.117
Ringtown,PA,40.857,-76.235
Stewardson,IL,39.264,-88.63
Crab Orchard,TN,35.906,-84.884
Klawock,AK,55.556,-133.088
Philo,OH,39.861,-81.91
Rolling Fields,KY,38.269,-85.671
Roscoe,PA,40.078,-79.864
Wellsburg,IA,42.434,-92.927
Wrightstown,NJ,40.034,-74.623
Olympian Village,MO,38.135,-90.458
Spencer,NY,42.214,-76.499
Westport Island,ME,43.894,-69.717
Bertrand,MO,36.908,-89.453
Cedar Grove,WV,38.222,-81.438
Hospers,IA,43.074,-95.903
Oxford,NE,40.253,-99.633
Piedmont,WV,39.478,-79.047
Stockbridge,VT,43.757,-72.747
Wilton,ND,47.158,-100.786
Elgin,NE,41.983,-98.083
Lumberport,WV,39.374,-80.348
Merrill,IA,42.721,-96.252
Middlebourne,WV,39.495,-80.91
Rock Island,OK,35.185,-94.483
Sarepta,LA,32.895,-93.451
Alma,WI,44.335,-91.916
Cullen,LA,32.968,-93.447
Earlville,IA,42.483,-91.27
Haileyville,OK,34.854,-95.579
Mabel,MN,43.52,-91.768
Tyronza,AR,35.487,-90.356
Vermontville,MI,42.627,-85.028
Bethlehem,GA,33.936,-83.71
Horseshoe Bend,ID,43.914,-116.201
Menan,ID,43.722,-111.992
Minatare,NE,41.811,-103.502
Newland,NC,36.088,-81.927
Oakville,WA,46.84,-123.235
Peacham,VT,44.333,-72.207
Bardwell,KY,36.874,-89.009
Fountain City,IN,39.955,-84.919
Kasota,MN,44.29,-93.969
St Nazianz,WI,44.007,-87.925
Welaka,FL,29.485,-81.661
Blairstown,IA,41.906,-92.082
Carnesville,GA,34.373,-83.232
Hazleton,IA,42.619,-91.906
Atlanta,IN,40.213,-86.027
Climax,MI,42.238,-85.336
Hatton,ND,47.637,-97.459
Koppel,PA,40.836,-80.318
Pikeville,NC,35.498,-77.987
Russia,OH,40.231,-84.408
Savoy,TX,33.599,-96.366
Seven Mile,OH,39.486,-84.552
Washingtonville,OH,40.896,-80.768
Branford,FL,29.962,-82.926
Condon,OR,45.237,-120.186
Darlington,IN,40.107,-86.777
Deerfield,KS,37.982,-101.133
Freedom,ME,44.497,-69.35
Green Spring,KY,38.317,-85.615
Kansas,OK,36.206,-94.789
Linden,IN,40.189,-86.903
Ventura,IA,43.129,-93.466
Alna,ME,44.09,-69.638
Copan,OK,36.901,-95.925
Karlstad,MN,48.578,-96.516
Kirklin,IN,40.193,-86.359
Lake Andes,SD,43.156,-98.537
Powers,OR,42.886,-124.073
Shelby,NE,41.194,-97.426
South Wilmington,IL,41.174,-88.281
Welcome,MN,43.664,-94.616
Athol,ID,47.945,-116.708
Bertrand,NE,40.526,-99.632
Fair Bluff,NC,34.311,-79.034
Mercer,ME,44.664,-69.909
Elysian,MN,44.207,-93.68
Enterprise,KS,38.902,-97.116
Fremont,IA,41.213,-92.434
Tigerton,WI,44.742,-89.046
Waynoka,OK,36.585,-98.879
Alton,MO,36.691,-91.392
Delta,PA,39.727,-76.327
Matherville,IL,41.259,-90.606
Stratford,IA,42.269,-93.927
Nevada,OH,40.819,-83.131
Patoka,IN,38.402,-87.587
Puryear,TN,36.442,-88.333
Salisbury,PA,39.753,-79.084
Tatum,NM,33.255,-103.311
Weston,OR,45.816,-118.426
Algoma,MS,34.179,-89.039
Almena,WI,45.415,-92.038
Higginson,AR,35.196,-91.714
Hillcrest,TX,29.392,-95.223
Montfort,WI,42.97,-90.433
Queenstown,MD,38.986,-76.169
Trimont,MN,43.761,-94.716
Avon,IL,40.662,-90.435
Detroit,TX,33.66,-95.266
Miller,MO,37.215,-93.841
ODonnell,TX,32.965,-101.831
Upton,KY,37.459,-85.9
Walnut,MS,34.95,-88.924
Cohocton,NY,42.5,-77.5
Empire City,OK,34.478,-98.059
Glasgow,WV,38.212,-81.421
Iberia,MO,38.089,-92.296
Northwest,NC,34.315,-78.145
Reiles Acres,ND,46.927,-96.866
Auburndale,WI,44.627,-90.014
Catawba,NC,35.706,-81.067
Colfax,IN,40.194,-86.667
Columbiaville,MI,43.156,-83.405
Knightsville,IN,39.525,-87.089
Matamoras,OH,39.518,-81.073
Readsboro,VT,42.799,-72.972
Boyden,IA,43.189,-96.003
Coggon,IA,42.278,-91.53
Cottageville,SC,32.936,-80.48
Hindman,KY,37.335,-82.982
Rosman,NC,35.146,-82.819
Battle Creek,IA,42.317,-95.6
Lakeside,IA,42.619,-95.174
McClure,OH,41.371,-83.941
White Hall,WV,39.422,-80.186
Bancroft,IA,43.293,-94.217
Cape Vincent,NY,44.123,-76.331
Wall,SD,43.992,-102.243
Weir,TX,30.678,-97.59
Armour,SD,43.319,-98.344
Castlewood,SD,44.724,-97.031
Grandview,IN,37.936,-86.983
Hoffman,MN,45.834,-95.788
Mellen,WI,46.324,-90.661
New Houlka,MS,34.036,-89.021
Prospect,ME,44.55,-68.896
Rupert,VT,43.264,-73.191
Urania,LA,31.863,-92.291
Pocahontas,IL,38.824,-89.539
Altheimer,AR,34.325,-91.85
Brownstown,PA,40.333,-78.937
Nicholson,PA,41.628,-75.789
North,SC,33.617,-81.103
Oneida,IL,41.072,-90.225
Windfall City,IN,40.363,-85.957
Bogue,NC,34.692,-77.028
Fort Jones,CA,41.608,-122.841
Parker,PA,41.091,-79.685
Burnside,KY,37.01,-84.65
Clarks Grove,MN,43.763,-93.328
Clyde,KS,39.592,-97.4
Duncan,AZ,32.75,-109.088
Elizabeth,IL,42.317,-90.218
Estherwood,LA,30.182,-92.463
Florida,MA,42.676,-73.029
Mohall,ND,48.766,-101.517
Noorvik,AK,66.827,-161.029
Quitman,AR,35.382,-92.214
Sheridan,MT,45.459,-112.195
Webster,WI,45.88,-92.363
Round Hill,VA,39.132,-77.768
Washington,NJ,39.687,-74.59
Wayne Lakes,OH,40.022,-84.663
Black Creek,NC,35.637,-77.933
Grantsboro,NC,35.145,-76.845
Kirtland Hills,OH,41.638,-81.326
Richardton,ND,46.884,-102.316
Sheridan,MI,43.207,-85.074
Sherrard,IL,41.311,-90.499
Sycamore,GA,31.67,-83.635
Thaxton,MS,34.303,-89.172
Burke,TX,31.237,-94.764
Lawrenceville,PA,41.996,-77.13
Millerstown,PA,40.556,-77.151
San Felipe,TX,29.795,-96.106
Sharptown,MD,38.538,-75.719
Barton,VT,44.752,-72.172
Brownstown,IL,38.994,-88.955
Columbia,AL,31.295,-85.11
Hanover,KS,39.893,-96.876
New Harmony,IN,38.129,-87.933
Corfu,NY,42.961,-78.403
Courtdale,PA,41.285,-75.914
Farmersville,IL,39.443,-89.652
Fremont,WI,44.26,-88.87
Madison,KS,38.134,-96.137
Potomac,IL,40.307,-87.798
Sewickley Hills,PA,40.568,-80.127
Silver Springs,NY,42.66,-78.084
Tampico,IL,41.631,-89.785
Launiupoko,HI,20.854,-156.642
Ridgeville,IN,40.292,-85.029
Scurry,TX,32.513,-96.385
Walker,IA,42.288,-91.781
Cedar Key,FL,29.15,-83.037
Coldwater,KS,37.267,-99.323
Derby Line,VT,44.998,-72.108
Dobbins Heights,NC,34.907,-79.693
Hot Sulphur Springs,CO,40.075,-106.102
Howard,PA,41.013,-77.657
Lake Benton,MN,44.263,-96.292
New Bloomfield,MO,38.717,-92.092
Reading,VT,43.499,-72.594
Hills,MN,43.525,-96.358
Lake Tanglewood,TX,35.054,-101.782
Waterville,VT,44.708,-72.756
York Haven,PA,40.11,-76.715
Agua Dulce,TX,27.783,-97.91
Canton,KS,38.386,-97.43
Carey,ID,43.31,-113.941
Eleva,WI,44.577,-91.47
Elgin,IA,42.955,-91.636
English,IN,38.341,-86.459
Grant Town,WV,39.561,-80.178
Springer,OK,34.296,-97.117
Bainbridge,IN,39.761,-86.811
Murray,IA,41.041,-93.949
Spencer,OH,41.097,-82.123
Strathmoor Village,KY,38.221,-85.678
Adams,MN,43.565,-92.719
Hanna,WY,41.87,-106.56
Hollow Rock,TN,36.035,-88.271
Lakota,ND,48.043,-98.347
New England,ND,46.541,-102.867
Post Oak Bend City,TX,32.633,-96.318
Racine,OH,38.969,-81.912
South Coffeyville,OK,36.993,-95.622
Sunset Valley,TX,30.226,-97.816
York Springs,PA,40.009,-77.116
Greenbush,MN,48.7,-96.184
Highmore,SD,44.521,-99.439
North Chevy Chase,MD,39.002,-77.074
Sheffield,VT,44.646,-72.127
Walthill,NE,42.149,-96.493
Amity,AR,34.266,-93.463
Melbourne Village,FL,28.088,-80.665
Pisgah,AL,34.684,-85.846
Sligo,PA,41.11,-79.5
Williamson,GA,33.18,-84.363
Driscoll,TX,27.673,-97.751
Knoxville,PA,41.959,-77.437
Motley,MN,46.335,-94.643
Cumby,TX,33.135,-95.84
Dublin,IN,39.813,-85.205
La Moille,IL,41.53,-89.283
Michie,TN,35.06,-88.426
Onaga,KS,39.489,-96.17
Wellston,OK,35.686,-97.063
Amherst,TX,34.012,-102.415
Bradford,AR,35.422,-91.456
Etna,CA,41.458,-122.896
Evans Mills,NY,44.087,-75.808
Haviland,KS,37.618,-99.105
Jennerstown,PA,40.163,-79.061
Kirkwood,IL,40.868,-90.749
Log Cabin,TX,32.223,-96.022
Rollingstone,MN,44.1,-91.819
Roxbury,VT,44.07,-72.726
Stanton,IA,40.981,-95.103
Star Prairie,WI,45.198,-92.532
Stockbridge,WI,44.068,-88.31
West Lebanon,IN,40.272,-87.386
Albert City,IA,42.782,-94.949
Harmony,IN,39.534,-87.073
Pennsbury Village,PA,40.428,-80.101
Shoals,IN,38.666,-86.793
Superior,WI,46.653,-92.109
Turbotville,PA,41.102,-76.769
Bradford,IL,41.177,-89.658
Cecilton,MD,39.405,-75.868
Ellendale,MN,43.872,-93.297
Fontanelle,IA,41.29,-94.56
Gaston,OR,45.436,-123.144
Hawk Point,MO,38.971,-91.132
La Rue,OH,40.578,-83.382
Newborn,GA,33.516,-83.696
Renova,MS,33.78,-90.723
Rockport,AR,34.407,-92.81
Sedalia,NC,36.077,-79.62
Viola,WI,43.507,-90.673
Alburnett,IA,42.149,-91.622
Alpha,IL,41.192,-90.381
Beech Mountain,NC,36.212,-81.891
Campobello,SC,35.126,-82.149
Cass Lake,MN,47.379,-94.599
Delaware Water Gap,PA,40.968,-75.134
Fort Gay,WV,38.122,-82.591
Freeport,MN,45.663,-94.689
Lancaster,MO,40.526,-92.532
Moores Hill,IN,39.112,-85.09
Spring Valley,KY,38.297,-85.61
Doyline,LA,32.521,-93.416
Seneca Gardens,KY,38.228,-85.676
Amanda,OH,39.65,-82.742
Carrabassett Valley,ME,45.069,-70.256
Midvale,OH,40.436,-81.37
Otis,ME,44.709,-68.474
Preston,MD,38.71,-75.908
Scio,OH,40.399,-81.088
Washington,OK,35.054,-97.492
Chevy Chase Section Five,MD,38.984,-77.074
Danville,WV,38.08,-81.834
Eads,CO,38.481,-102.78
Kaumakani,HI,21.918,-159.627
Ochlocknee,GA,30.975,-84.051
Savona,NY,42.283,-77.224
Vershire,VT,43.955,-72.325
Wheaton,MO,36.762,-94.057
Agency,MO,39.659,-94.75
Cordova,IL,41.677,-90.321
New Florence,PA,40.379,-79.075
Pilot Knob,MO,37.624,-90.645
Deer Lake,PA,40.621,-76.057
Kansas,IL,39.554,-87.939
Smelterville,ID,47.542,-116.177
Snow Shoe,PA,41.028,-77.95
South Webster,OH,38.817,-82.733
Virgin,UT,37.208,-113.209
Wickliffe,KY,36.966,-89.082
Beaumont,MS,31.168,-88.928
Graford,TX,32.937,-98.248
Leon,KS,37.69,-96.784
Middleburg,VA,38.971,-77.74
Triadelphia,WV,40.042,-80.614
Valleyview,OH,39.964,-83.072
Arapaho,OK,35.578,-98.959
Connoquenessing,PA,40.817,-80.015
Fonda,NY,42.953,-74.373
Niederwald,TX,29.994,-97.776
Sterling,OK,34.75,-98.173
Watson,IL,39.026,-88.568
Windsor,IL,41.202,-90.444
Blaine,ME,46.488,-67.818
Deer Creek,IL,40.629,-89.331
Newman Grove,NE,41.747,-97.777
Ririe,ID,43.632,-111.772
Rock Creek,OH,41.66,-80.854
Ryan,OK,34.021,-97.954
Viburnum,MO,37.715,-91.131
Harleyville,SC,33.213,-80.448
Nuangola,PA,41.157,-75.977
Onida,SD,44.704,-100.068
Victory,NY,43.092,-73.592
Altus,AR,35.446,-93.764
Bloomdale,OH,41.171,-83.554
Leighton,AL,34.699,-87.529
McLean,TX,35.232,-100.6
Perry,MO,39.434,-91.662
Pilot Grove,MO,38.874,-92.913
Sebec,ME,45.247,-69.092
Steele,ND,46.856,-99.917
Valley Brook,OK,35.403,-97.481
Adena,OH,40.217,-80.876
Aroma Park,IL,41.073,-87.81
Charleston,TN,35.286,-84.761
Findlay,IL,39.522,-88.755
Gates,TN,35.84,-89.408
La Belle,MO,40.116,-91.915
Marine on St Croix,MN,45.191,-92.778
Rosedale,LA,30.443,-91.46
Cedarville,IL,42.376,-89.636
Dalzell,IL,41.353,-89.17
Gould,AR,33.987,-91.564
Merrill,MI,43.409,-84.335
Parkway,MO,38.337,-90.972
Ariton,AL,31.598,-85.713
Bridger,MT,45.295,-108.917
Eureka,UT,39.959,-112.115
Highland Hills,OH,41.45,-81.519
Mechanicsburg,IL,39.798,-89.413
Stratford,NH,44.714,-71.511
Clarissa,MN,46.128,-94.949
Dongola,IL,37.357,-89.165
Minnesota Lake,MN,43.843,-93.828
Mounds,IL,37.116,-89.203
New Hope,TX,33.212,-96.56
Oakfield,ME,46.081,-68.104
Udall,KS,37.39,-97.117
White,GA,34.282,-84.747
Whitewater,KS,37.963,-97.146
Auburn,PA,40.595,-76.097
Buffalo Lake,MN,44.737,-94.618
Canyon City,OR,44.393,-118.949
Knoxville,AR,35.378,-93.362
Pretty Prairie,KS,37.779,-98.023
St Leon,IN,39.299,-84.967
Addison,AL,34.203,-87.178
Columbia,NH,44.829,-71.498
Francis Creek,WI,44.201,-87.721
Wadley,AL,33.123,-85.569
Elwood,NE,40.59,-99.862
Jefferson,PA,39.816,-76.841
Kanawha,IA,42.934,-93.793
Loreauville,LA,30.059,-91.739
Lynch,KY,36.964,-82.914
Middleton,TN,35.062,-88.89
Oriskany Falls,NY,42.938,-75.464
Sullivan,NH,43.019,-72.214
Toksook Bay,AK,60.529,-165.106
Waterville,KS,39.692,-96.747
Lacona,NY,43.643,-76.066
Pleasant Hope,MO,37.466,-93.276
Science Hill,KY,37.176,-84.635
Golden City,MO,37.394,-94.095
Kingstown,NC,35.362,-81.62
New Berlin,TX,29.462,-98.101
Solon Springs,WI,46.348,-91.829
Stratton,CO,39.303,-102.604
West City,IL,37.996,-88.949
Dexter,GA,32.433,-83.059
Gustavus,AK,58.422,-135.763
Kotlik,AK,63.029,-163.536
Rocky Ripple,IN,39.848,-86.173
Brooksville,KY,38.679,-84.067
Chippewa Lake,OH,41.074,-81.903
Danielsville,GA,34.123,-83.221
Elmwood,NE,40.843,-96.295
Saybrook,IL,40.428,-88.526
Barlow,KY,37.051,-89.045
Crofton,KY,37.048,-87.483
Hymera,IN,39.186,-87.299
La Prairie,MN,47.23,-93.491
Mott,ND,46.374,-102.32
Scranton,KS,38.778,-95.741
Tekonsha,MI,42.096,-84.988
Wartrace,TN,35.528,-86.333
West Union,WV,39.296,-80.775
Caseville,MI,43.942,-83.275
Jarratt,VA,36.816,-77.469
Mineral City,OH,40.602,-81.361
New Straitsville,OH,39.578,-82.229
Upper Marlboro,MD,38.817,-76.755
